cwid,slug,name,title,bio_words,voice,starts,empty_p,real_p,img,links,lists,headings,db_role,db_has_overview,net_new
kah2015,karin-hochrainer,Karin Hochrainer,Assistant Professor,111,third_lab,name,2,1,0,0,1,0,full_time_faculty,False,1
kch2005,katharine-hsu,Katharine Hsu,Professor,99,third_lab,name,2,1,0,0,1,0,affiliated_faculty,False,0
khajjar,katherine-hajjar,Katherine Hajjar,Professor,263,first_plural_lab,other,6,1,1,0,0,0,affiliated_faculty,True,0
kak3002,kayvan-keshari,Kayvan Keshari,Professor,316,third_named,name,2,7,0,5,5,0,affiliated_faculty,False,0
kpurpura,keith-purpura,Keith Purpura,Associate Professor,172,third_lab,name,0,3,0,0,1,0,full_time_faculty,False,1
,kenneth-marians,Kenneth Marians,Professor,104,ambiguous,other,0,5,0,0,1,0,,,0
khm2002,khaled-machaca,Khaled Machaca,Professor,41,third_named,title,0,3,0,0,0,0,full_time_faculty,True,0
kwd2001,kirk-deitsch,Kirk Deitsch,Professor,187,third_lab,name,0,3,0,0,1,0,full_time_faculty,True,0
klk9001,klaus-kjaer,Klaus Kjaer,Professor,310,third_named,title,2,7,0,7,5,0,full_time_faculty,False,1
,kojo-elenitoba-johnson,Kojo Elenitoba-Johnson,Professor,65,ambiguous,other,0,1,0,0,1,0,,,0
krp2013,kristen-pleil,Kristen Pleil,Associate Professor,114,third_named,name,2,1,0,0,1,0,full_time_faculty,False,1
,kushal-dey,Kushal Dey,Assistant Professor,132,third_named,name,0,2,0,0,1,0,,,0
kyr9001,kyu-rhee,Kyu Rhee,Professor,235,third_named,title,0,10,0,5,1,0,full_time_faculty,True,0
kyp2001,kyung-hyun-park-min,Kyung-Hyun Park-Min,Associate Professor,124,third_named,name,2,1,0,0,1,0,affiliated_faculty,False,0
,kyuson-yun,Kyuson Yun,Associate Professor,14,ambiguous,other,0,1,0,1,0,0,,,0
lad2031,laura-donlin,Laura Donlin,Associate Professor,91,ambiguous,other,2,1,0,0,1,0,affiliated_faculty,True,0
lak9015,laura-kirkman,Laura Kirkman,Associate Professor,91,third_named,title,0,1,0,0,0,0,full_time_faculty,True,0
lar2019,laura-robbins,Laura Robbins,Adjunct Associate Professor,125,third_named,title,16,0,1,0,0,0,,,0
,laura-santambrogio,Laura Santambrogio,Professor,284,third_named,title,4,6,0,1,1,0,,,0
lac2021,lawrence-casalino,Lawrence Casalino,Professor,351,third_named,other,4,6,0,5,1,0,non_faculty_academic,True,0
lgpalm,lawrence-palmer,Lawrence Palmer,Professor,57,third_named,name,0,3,0,0,1,0,full_time_faculty,True,0
lig2002,linda-gerber,Linda Gerber,Professor,187,third_named,name,0,1,1,0,0,0,full_time_faculty,False,1
lii2001,lionel-ivashkiv,Lionel Ivashkiv,Professor,363,first_singular,other,2,3,1,0,0,0,affiliated_faculty,False,0
lmk2003,lisa-kern,Lisa Kern,Professor,298,third_named,title,2,6,0,4,1,0,full_time_faculty,True,0
llevin,lonny-levin,Lonny Levin,Professor,77,third_lab,other,0,1,0,0,0,0,full_time_faculty,True,0
,lorenz-studer,Lorenz Studer,Professor,68,third_lab,other,4,0,1,0,0,0,,,0
ljgudas,lorraine-gudas,Lorraine Gudas,Professor/Chair,226,third_named,title,0,1,0,0,0,0,full_time_faculty,True,0
las2017,luce-skrabanek,Luce Skrabanek,Assistant Professor,164,third_named,name,0,9,0,0,0,0,full_time_faculty,True,0
,luis-parada,Luis Parada,Professor,177,third_lab,name,0,3,0,0,1,0,,,0
lud2005,lukas-dow,Lukas Dow,Professor,116,first_plural_lab,the_lab,2,0,1,0,0,0,full_time_faculty,False,1
,lydia-finley,Lydia Finley,Associate Professor,324,third_lab,name,2,6,0,4,1,0,,,0
,m-bryan-tsou,M. Bryan Tsou,Professor,68,ambiguous,other,0,1,0,0,0,0,,,0
mer2005,m-elizabeth-ross,M. Elizabeth Ross,Professor,153,third_lab,name,2,1,0,0,1,0,full_time_faculty,True,0
mas2189,manu-sharma,Manu Sharma,Associate Professor,261,third_lab,other,0,3,0,0,1,0,full_time_faculty,True,0
,mara-sherman,Mara Sherman,Associate Professor,293,third_lab,name,4,5,0,4,1,0,,,0
mtd4001,maria-diaz-meco,Maria Diaz-Meco,Professor,126,third_named,name,0,3,0,0,1,0,full_time_faculty,False,1
,maria-jasin,Maria Jasin,Professor,122,third_lab,other,0,1,0,0,0,0,,,0
mau2006,mark-unruh,Mark Unruh,Associate Professor,130,third_named,title,0,4,0,5,2,0,full_time_faculty,True,0
mag2005,marshall-glesby,Marshall Glesby,Professor,315,first_singular,other,0,6,1,0,0,0,full_time_faculty,True,0
,martin-wells,Martin Wells,Professor,96,third_named,name,0,1,1,0,0,0,,,0
,mary-baylies,Mary Baylies,Professor,282,third_named,title,0,5,0,4,2,0,,,0
mecharl,mary-charlson,Mary Charlson,Professor,266,third_named,name,2,3,1,0,0,0,full_time_faculty,False,1
mac2049,mary-crow,Mary Crow,Professor,285,first_singular,title,4,3,0,0,1,0,affiliated_faculty,True,0
mal4005,massimo-loda,Massimo Loda,Professor,101,third_named,name,0,1,0,0,0,0,full_time_faculty,False,1
mag3003,matthew-greenblatt,Matthew Greenblatt,Associate Professor,249,third_lab,title,0,16,0,5,9,0,full_time_faculty,False,1
mas4011,matthias-stadtfeld,Matthias Stadtfeld,Associate Professor,63,first_plural_lab,other,0,2,1,0,0,0,full_time_faculty,False,1
,melinda-diver,Melinda Diver,Assistant Professor,136,third_named,title,4,0,0,0,1,0,,,0
myz4001,melody-zeng,Melody Zeng,Associate Professor,126,first_plural_lab,the_lab,0,3,1,1,0,0,full_time_faculty,True,0
,michael-berger,Michael Berger,Assistant Professor,169,third_lab,name,0,7,0,5,1,0,,,0
mjg2003,michael-glass,Michael Glass,Associate Professor,136,first_plural,research,4,0,1,0,0,2,full_time_faculty,True,0
mig2027,michael-glickman,Michael Glickman,Professor,175,third_named,name,2,1,0,0,1,0,affiliated_faculty,False,0
mrh4003,michael-harrison,Michael Harrison,Assistant Professor,63,third_named,name,4,0,0,0,0,0,full_time_faculty,False,1
,michael-kharas,Michael Kharas,Professor,420,third_lab,title,2,5,0,0,1,0,,,0
,michael-overholtzer,Michael Overholtzer,Professor,46,first_singular,other,0,1,0,0,0,0,,,0
,michael-sparer,Michael Sparer,Professor,208,third_named,name,0,1,1,0,0,0,,,0
mgs2002,michael-stewart,Michael Stewart,Professor,425,third_named,title,2,10,0,5,5,0,full_time_faculty,True,0
mtoth,miklos-toth,Miklos Toth,Professor,88,third_named,name,2,1,0,0,1,0,full_time_faculty,True,0
,ming-li,Ming Li,Professor,90,third_named,name,2,2,0,0,0,0,,,0
,minkui-luo,Minkui Luo,Professor,73,third_lab,the_lab,2,0,1,0,0,0,,,0
moa4006,mohammad-arifuzzaman,Mohammad Arifuzzaman,Assistant Professor,455,third_lab,title,6,7,0,10,5,0,full_time_faculty,False,1
mlg2007,monica-guzman,Monica Guzman,Associate Professor,135,third_named,name,2,1,0,0,1,0,full_time_faculty,True,0
,monika-safford,Monika Safford,Professor,425,third_named,title,0,3,1,0,0,0,,,0
,morgan-huse,Morgan Huse,Professor,117,third_named,title,2,1,0,0,1,0,,,0
,muralidhar-hegde,Muralidhar Hegde,Professor,14,ambiguous,other,0,1,0,1,0,0,,,0
myl2003,myung-hee-lee,Myung-Hee Lee,Associate Professor,132,first_singular,first_person,0,2,1,0,0,0,full_time_faculty,True,0
nad2012,nancy-du,Nancy Du,Associate Professor,97,third_lab,title,0,3,0,0,1,0,full_time_faculty,False,1
nad2018,natalia-demarco,Natalia DeMarco,Associate Professor,208,third_lab,other,4,1,1,0,0,1,full_time_faculty,False,1
nah2005,nathaniel-hupert,Nathaniel Hupert,Associate Professor,411,third_named,title,0,3,0,2,2,0,full_time_faculty,False,1
nflue,neal-lue,Neal Lue,Professor,149,third_lab,title,2,1,0,0,1,0,full_time_faculty,True,0
,nicholas-brady,Nicholas Brady,Assistant Professor,202,third_lab,name,2,5,0,3,1,0,,,0
,nicholas-collins,Nicholas Collins,Assistant Professor,93,third_lab,other,2,1,0,0,1,0,,,0
nds2001,nicholas-schiff,Nicholas Schiff,Professor,463,third_named,title,4,3,1,0,0,0,full_time_faculty,True,0
,nikola-pavletich,Nikola Pavletich,Professor,59,ambiguous,research,2,0,1,0,0,0,,,0
,nikolaus-schultz,Nikolaus Schultz,Professor,672,first_singular,title,4,9,0,1,1,0,,,0
nia9069,niroshana-anandasabapathy,Niroshana Anandasabapathy,Associate Professor,222,third_named,title,4,0,0,0,1,0,full_time_faculty,False,1
sparre,olaf-andersen,Olaf Andersen,Professor,105,third_named,other,2,2,0,0,1,0,affiliated_faculty,True,0
olb2003,olga-boudker,Olga Boudker,Professor,380,third_named,other,2,0,1,0,0,0,full_time_faculty,True,0
ole2001,olivier-elemento,Olivier Elemento,Professor,321,third_lab,the_lab,2,0,1,1,1,0,full_time_faculty,False,1
,omar-abdel-wahab,Omar Abdel-Wahab,Professor,157,first_singular,first_person,4,0,0,1,1,0,,,0
pag2015,paraskevi-giannakakou,Paraskevi Giannakakou,Professor,234,third_lab,other,4,0,1,0,0,0,full_time_faculty,True,0
pac2037,patricia-cassano,Patricia Cassano,Associate Professor,95,third_named,name,2,2,1,0,0,0,affiliated_faculty,False,0
pcw4001,patrick-wilson,Patrick Wilson,Professor,485,third_lab,title,0,9,0,0,6,0,full_time_faculty,False,1
pez2001,pengbo-zhou,Pengbo Zhou,Professor,533,first_plural_lab,other,2,0,1,0,0,0,full_time_faculty,True,0
pag2014,peter-goldstein,Peter Goldstein,Professor,183,third_lab,other,4,0,1,0,0,1,full_time_faculty,False,1
pat2010,peter-torzilli,Peter Torzilli,Professor,187,ambiguous,other,2,1,1,0,0,0,,,0
,philip-horner,Philip Horner,Professor,14,ambiguous,other,0,1,0,1,0,0,,,0
,philipp-niethammer,Philipp Niethammer,Professor,83,third_named,other,0,4,0,0,1,0,,,0
pchi,ping-chi,Ping Chi,Professor,89,first_plural_lab,other,2,0,1,0,0,0,affiliated_faculty,False,0
pil2003,piro-lito,Piro Lito,Professor,96,third_lab,other,2,0,1,0,0,0,affiliated_faculty,False,0
,prasad-jallepalli,Prasad Jallepalli,Professor,19,third_lab,other,0,1,0,0,0,0,,,0
rbjones,r-brad-jones,R. Brad Jones,Associate Professor,132,third_named,title,2,5,0,5,2,0,full_time_faculty,False,1
rak2007,rainu-kaushal,Rainu Kaushal,Professor,300,third_named,title,0,9,0,4,4,0,full_time_faculty,True,0
rrr2001,rajiv-ratan,Rajiv Ratan,Professor,196,first_plural_lab,the_lab,4,1,1,0,0,0,affiliated_faculty,False,0
rbsilve,randi-silver,Randi Silver,Associate Dean,574,third_named,other,2,6,1,0,0,0,full_time_faculty,True,0
ral2006,randy-longman,Randy Longman,Associate Professor,86,third_named,name,2,1,0,0,1,0,full_time_faculty,False,1
,ricardo-otazo-torres,Ricardo Otazo Torres,Professor,399,third_named,name,2,7,0,7,1,0,,,0
,richard-hite,Richard Hite,Associate Professor,40,first_plural,research,2,0,1,0,0,0,,,0
,richard-kolesnick,Richard Kolesnick,Professor,158,first_singular,first_person,2,1,0,0,1,0,,,0
ril9010,richard-lee,Richard Lee,Associate Professor,477,third_named,title,0,5,0,6,1,0,full_time_faculty,True,0
,robert-benezra,Robert Benezra,Professor,101,first_singular,research,2,0,1,0,0,0,,,0
,robert-krencik,Robert Krencik,Associate Professor,14,ambiguous,other,0,1,0,1,0,0,,,0
rcr4001,robert-rostomily,Robert Rostomily,Professor,14,ambiguous,other,0,1,0,1,0,0,affiliated_faculty,False,0
res2025,robert-schwartz,Robert Schwartz,Associate Professor,167,third_named,title,2,1,1,0,0,0,full_time_faculty,False,1
roz4002,roberta-zappasodi,Roberta Zappasodi,Assistant Professor,206,third_lab,title,2,1,0,0,1,0,full_time_faculty,False,1
roc9045,rohit-chandwani,Rohit Chandwani,Associate Professor,137,third_lab,title,0,3,0,0,1,0,full_time_faculty,False,1
,ronald-blasberg,Ronald Blasberg,Professor,42,third_lab,name,0,1,1,0,0,0,,,0
rgcryst,ronald-crystal,Ronald Crystal,Professor/Chair,98,third_lab,title,0,1,0,0,0,0,full_time_faculty,False,1
rol3004,ross-levine,Ross Levine,Professor,142,third_lab,name,4,1,0,2,2,0,affiliated_faculty,False,0
rgulick,roy-gulick,Roy Gulick,Professor,40,third_named,title,0,1,1,0,0,0,full_time_faculty,True,0
sae2004,sabine-ehrt,Sabine Ehrt,Professor/Chair,105,third_named,name,2,1,0,0,1,0,full_time_faculty,True,0
srj2003,samie-jaffrey,Samie Jaffrey,Professor,101,third_lab,title,0,3,0,0,1,0,full_time_faculty,True,0
sab2028,samprit-banerjee,Samprit Banerjee,Associate Professor,458,first_singular,title,2,1,0,3,1,0,full_time_faculty,True,0
,santosha-vardhana,Santosha Vardhana,Assistant Professor,361,third_lab,title,2,7,0,4,1,0,,,0
sac9014,sarat-chandarlapaty,Sarat Chandarlapaty,Professor,163,third_lab,name,2,1,0,0,1,0,affiliated_faculty,False,0
,scott-keeney,Scott Keeney,Professor,112,first_plural,other,0,1,1,0,0,0,,,0
,scott-lowe,Scott Lowe,Professor,183,third_lab,name,0,3,0,0,1,0,,,0
sckiang,selina-chen-kiang,Selina Chen-Kiang,Professor,302,third_named,other,2,1,1,0,0,0,full_time_faculty,True,0
shn9035,seung-ha-nam,Seung Ha Nam,Assistant Professor,138,third_lab,other,2,1,0,0,1,0,full_time_faculty,False,1
srafii,shahin-rafii,Shahin Rafii,Professor,311,third_lab,name,4,1,1,0,0,0,full_time_faculty,False,1
,shahrad-taheri,Shahrad Taheri,Professor,192,third_lab,title,0,3,1,0,0,0,,,0
,shannon-reilly,Shannon Reilly,Assistant Professor,167,third_lab,name,2,1,0,0,1,0,,,0
shn2010,sheila-nirenberg,Sheila Nirenberg,Professor,110,third_named,other,4,1,1,0,1,0,full_time_faculty,False,1
,shu-hsia-chen,Shu-Hsia Chen,Professor,14,ambiguous,other,0,1,0,1,0,0,,,0
shc2034,shuibing-chen,Shuibing Chen,Professor,111,first_plural_lab,the_lab,2,0,1,0,0,0,full_time_faculty,True,0
,simon-powell,Simon Powell,Professor,162,third_named,name,0,3,0,0,1,0,,,0
sis2019,simon-scheuring,Simon Scheuring,Professor,125,third_named,other,2,1,0,0,1,0,full_time_faculty,False,1
stw2006,stefan-worgall,Stefan Worgall,Professor,68,third_named,name,2,1,0,0,1,0,full_time_faculty,False,1
,stephen-wong,Stephen Wong,Professor,14,ambiguous,other,0,1,0,1,0,0,,,0
szj2001,steven-josefowicz,Steven Josefowicz,Associate Professor,358,third_lab,other,6,2,1,0,0,0,full_time_faculty,True,0
,stewart-shuman,Stewart Shuman,Professor,142,third_lab,title,2,1,0,0,1,0,,,0
suc2002,sunghee-cho,Sunghee Cho,Professor,519,first_singular,other,4,1,1,0,0,0,affiliated_faculty,False,0
,sushmita-mukherjee,Sushmita Mukherjee,Associate Professor,376,first_singular,other,4,5,0,0,5,0,,,0
ptk9001,t-peter-kingham,T. Peter Kingham,Professor,40,ambiguous,other,0,1,1,0,0,0,affiliated_faculty,False,0
,taha-merghoub,Taha Merghoub,Professor,985,first_singular,title,10,9,0,6,1,0,,,0
tlfernan,tara-bishop,Tara Bishop,Associate Professor,104,third_named,title,2,2,1,0,0,0,affiliated_faculty,True,0
tmilner,teresa-milner,Teresa Milner,Professor,150,third_named,title,2,1,0,0,1,0,full_time_faculty,False,1
thl2005,theresa-lu,Theresa Lu,Professor,216,third_named,name,2,2,0,0,1,0,affiliated_faculty,True,0
thc2015,thomas-campion,Thomas Campion,Professor,195,ambiguous,other,0,3,1,0,0,0,full_time_faculty,True,0
,thomas-norman,Thomas Norman,Assistant Professor,232,third_lab,name,2,4,0,3,1,0,,,0
,thomas-vierbuchen,Thomas Vierbuchen,Assistant Professor,122,third_lab,title,2,2,0,0,1,0,,,0
temcgraw,timothy-mcgraw,Timothy McGraw,Professor,315,third_lab,name,2,2,0,5,0,0,full_time_faculty,True,0
taryan,timothy-ryan,Timothy Ryan,Professor,133,third_lab,other,2,1,0,0,1,0,full_time_faculty,True,0
tmhohl,tobias-hohl,Tobias Hohl,Professor,51,ambiguous,other,2,5,0,5,2,0,affiliated_faculty,False,0
,tobias-meyer,Tobias Meyer,Professor,286,third_named,name,4,5,0,4,1,0,,,0
,tobias-walther,Tobias Walther,Professor,611,third_lab,name,2,13,0,26,1,0,,,0
tre2003,todd-evans,Todd Evans,Professor,144,third_named,title,2,3,0,0,1,0,full_time_faculty,True,0
trk2002,trine-krogh-madsen,Trine Krogh-Madsen,Associate Professor,259,third_named,name,2,7,0,5,5,0,full_time_faculty,False,1
,tuomas-tammela,Tuomas Tammela,Associate Professor,364,third_lab,title,4,5,0,4,1,0,,,0
,usman-mahmood,Usman Mahmood,Assistant Professor,396,third_named,name,2,8,0,0,1,0,,,0
,valentin-dragoi,Valentin Dragoi,Professor,14,ambiguous,other,0,1,0,1,0,0,,,0
vip2021,virginia-pascual,Virginia Pascual,Professor,233,third_named,title,2,2,0,0,0,0,full_time_faculty,False,1
vpickel,virginia-pickel,Virginia Pickel,Professor,289,first_plural,other,6,0,1,0,0,0,affiliated_faculty,True,0
vim2010,vivek-mittal,Vivek Mittal,Professor,98,third_lab,title,0,4,0,0,1,0,full_time_faculty,False,1
vst9001,viviane-tabar,Viviane Tabar,Professor,50,first_singular,first_person,2,0,1,0,0,0,affiliated_faculty,False,0
wes2007,wen-shen,Wen Shen,Associate Professor,57,third_named,name,2,1,0,0,1,0,full_time_faculty,False,1
wls4001,william-schpero,William Schpero,Assistant Professor,220,third_named,title,0,10,0,5,1,0,full_time_faculty,True,0
kaz2004,xi-kathy-zhou,Xi Kathy Zhou,Professor,139,third_named,title,0,3,0,5,1,0,full_time_faculty,True,0
xim2002,xiaojing-ma,Xiaojing Ma,Professor,106,third_named,name,0,1,0,0,0,0,full_time_faculty,True,0
,xiaolan-zhao,Xiaolan Zhao,Professor,150,third_lab,title,0,3,0,0,1,0,,,0
xyhuang,xin-yun-huang,Xin Yun Huang,Professor,212,third_named,name,2,8,0,5,1,0,full_time_faculty,False,1
,xuejun-jiang,Xuejun Jiang,Professor,136,third_lab,name,0,3,0,0,1,0,,,0
,yael-david,Yael David,Associate Professor,169,third_named,title,0,3,0,0,1,0,,,0
yiwang,yi-wang,Yi Wang,Professor,368,third_named,title,6,0,0,5,2,0,full_time_faculty,False,1
yil4011,yicheng-long,Yicheng Long,Assistant Professor,113,third_lab,name,2,1,0,0,1,0,full_time_faculty,False,1
yiz2014,yiye-zhang,Yiye Zhang,Associate Professor,38,first_singular,research,4,0,1,1,0,0,full_time_faculty,False,1
yuc2001,yu-chen,Yu Chen,Professor,130,third_named,the_lab,2,0,1,0,0,0,affiliated_faculty,False,0
yuz2002,yuan-shan-zhu,Yuan-Shan Zhu,Professor,292,third_named,title,2,8,0,5,6,0,full_time_faculty,True,0
,yueming-li,Yueming Li,Professor,101,ambiguous,the_lab,2,0,1,0,0,0,,,0
yub2003,yuhua-bao,Yuhua Bao,Professor,278,third_named,title,2,7,0,5,6,0,full_time_faculty,True,0
,yulin-li,Yulin Li,Assistant Professor,14,ambiguous,other,0,1,0,1,0,0,,,0
zhc2006,zhengming-chen,Zhengming Chen,Assistant Professor,214,third_named,title,2,8,0,0,1,0,full_time_faculty,False,1
,zhirong-bao,Zhirong Bao,Professor,14,first_singular,the_lab,2,0,1,0,0,0,,,0
